image_path,class_name,sha256,original_split,leaf_mapping
datasets/raw/tomato/plantvillage_color/Tomato___healthy/c90b9b00-dbfe-4481-b643-861fcd59c536___RS_HL 0598.JPG,Tomato___healthy,64a0355432c2f7f115c7888300a9941ae7bc6a83f24457343c5f9b339ae8d2f6,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3b05e678-aa3c-47c6-9ebd-0650efd82b16___GH_HL Leaf 399.JPG,Tomato___healthy,b273c718f0ce6ebacf13ad95850b96b6a8fa2e167499c37df05b8861324b13cb,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2ec18b22-c51c-456b-bf94-d5f3d282fb6c___RS_HL 0179.JPG,Tomato___healthy,b615c07331c4a29bfcfa1cf6228e3b26df3f1db6b0ffa02bef7578ad9c79d819,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/6d4285ef-e3f2-4cd3-a873-efdd989cf1cb___RS_HL 0182.JPG,Tomato___healthy,dd90282d17c64cc59fdbe8c330641080e8b32045360ebe108369209e4b0363f7,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/1ddf5950-e27f-4928-8f4e-33242953e306___RS_HL 0181.JPG,Tomato___healthy,39efebf05753eb48805ba01e0d51524dabcc202e4c9b9becf11ff2defa618fa1,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/43f6d6f0-be8e-4120-8c86-fad3bcfd5c03___RS_HL 0180.JPG,Tomato___healthy,fb7a5620fea9c5db94861bd5c205899b06095e69fc48782fda72badf10524eaf,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b4f405ee-4471-4af5-b0c1-a4bc2aed730e___GH_HL Leaf 358.1.JPG,Tomato___healthy,533142d744a3cd3ef970c7aa0966f06f21175b61bf4924305475e515c1dfd7e9,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/bf0fa071-7128-4b45-b924-3c4b46fbf72f___RS_HL 9932.JPG,Tomato___healthy,76da9e63c932c8c5fde19e4e7b59dee24b974ba4f6ed543e995d3d8f49f96750,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/6d7934cb-69fc-48fe-b493-a64b349a9094___RS_HL 9930.JPG,Tomato___healthy,ebcaaf69dbd425cbf6c13c217d1d14db955018fbf0e31601502030c90183c7eb,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d41e126d-fc0d-4224-96e0-2d5ae074e4ac___RS_HL 9933.JPG,Tomato___healthy,084519b62f7e50d07ff578e613c8ae115f7d7647f1c86198f69067ea0e43b17b,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3ad1409d-5f43-469d-ab2a-fdffbd064f69___RS_HL 9931.JPG,Tomato___healthy,a21ba0979c180c8ecb8ff9b29720dceea55987a2865eee1f584d712909692566,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/ffb39943-eabb-42cf-ad09-b17019e46d66___RS_HL 9871.JPG,Tomato___healthy,d35d79ab5cce5ba86796d3726305912e52f87fe41679d5bc5b4d6a297da6091a,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/28e62e2d-8aba-48df-9eff-3d70a5b7775d___RS_HL 9870.JPG,Tomato___healthy,370012571073ac6e9436fbf293886389bf520b2fc7708da05dacd5ab7a71fa26,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d3d3e88a-265a-4d4d-8887-b2930272d549___RS_HL 9873.JPG,Tomato___healthy,b8c3ef6b03226222a5610337d0f15790d2ff990535f6285d858d96dcae0c7958,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a90b4d5b-86f9-48ae-9ede-ae3ac462f9bc___RS_HL 9872.JPG,Tomato___healthy,927b6231a33581a5146b7a54df865fe16f3e55b39d5472bd65912bcd7d6cc2aa,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/933b7a1c-5015-48df-8c2d-b7fdf918a4db___GH_HL Leaf 490.1.JPG,Tomato___healthy,ed2608f32e3d55e3820168783ae3ee33316e101612f11db2a654c367df36a7ce,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3367a9a6-6841-45db-bfa9-9b7b9fed0fa2___GH_HL Leaf 421.1.JPG,Tomato___healthy,e8f58b9161699de7cf9543fdabc9504ddd3ab367412480dce2ec629fcfd388f5,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/22e8c73b-41bf-4974-a244-d79730bcc5b1___RS_HL 0628.JPG,Tomato___healthy,cd926f3ec436eadbb45a123cbb55490d61d29c5e37193b41ab8e236125629b44,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4a1e2b71-992a-4a64-a599-b49b8fa75378___RS_HL 0627.JPG,Tomato___healthy,ffb0024a7405debed7b00bc0276ae01f4754f0c19aa8327ec46cbab19c2e85dd,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/912988d9-48b0-4a21-b3cd-1e136cbe5cc6___RS_HL 0629.JPG,Tomato___healthy,f755e49d89789944ac76126a412231a7d5d712285f4c4bfa24eac795ecce6e75,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3bbaca2e-d2fd-4fcb-bbd7-e1ad4f7a84ae___RS_HL 0630.JPG,Tomato___healthy,b7a9a9895dd6f7505f6d0e50b962b5d592dd2450486f104c5b52214a3197bcdf,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/5f3f3da8-de1a-4cd8-af68-6801c9327834___RS_HL 9755.JPG,Tomato___healthy,293c11b5ef0a59d6501bc0e004b91ede4fb59f64e16e3ab47fd80ae3ea44db0f,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fb123526-11fd-4d0d-96cc-3423da0b61a2___RS_HL 9756.JPG,Tomato___healthy,9d0c7c7e63ede694413cbfca616740377f02452fb4e6ad620acb859ccc641202,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/930689fd-9e44-497a-9724-7e7080de02fe___RS_HL 9754.JPG,Tomato___healthy,150be03bbbd403e638063d04632c276b252a9194ee15eb8199e9af66cdfb200b,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/ca15ccb7-1f30-4dd6-aa46-8494a41c3a9d___RS_HL 9757.JPG,Tomato___healthy,e348423f0fb9fefef22858f463a4b4a8ace2be0b978d884ecadaef08053ae539,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4e3e2f5a-04a7-4142-aad1-acfa13344e33___GH_HL Leaf 358.JPG,Tomato___healthy,29afcf19485ed6888e3d69f337a1cc51a4256d63091844b3daec59306960c8b9,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fe28e4c7-0c35-4f52-984e-0e60f33a2c6e___GH_HL Leaf 198.JPG,Tomato___healthy,b5f23e8f694d33c093e193fbc48a667168972a3a7677dd7e9347803e710baf4e,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/71967e69-6356-49c1-81ce-624792b4d964___GH_HL Leaf 315.1.JPG,Tomato___healthy,de59f0c17b098f17f55a84482a5b1a44767bff282c1e71d78e7669e6a13806ee,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/f48aed97-8db4-40a5-aa39-e2c3c70fe8be___GH_HL Leaf 524.1.JPG,Tomato___healthy,298992244d2c48189469df5054291ed5c5706cb3ff773988c8f2f93b13e4311a,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/0764ce38-ecb9-4046-88d9-c8f176c6ee8b___GH_HL Leaf 423.JPG,Tomato___healthy,6812fc1d03b3d35018e6be9e67dbb676c17f51e153de0d70a6a10983ff9ec76a,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b5ff3a01-04bd-47d0-99c5-cb90ec1f9916___RS_HL 9804.JPG,Tomato___healthy,c4a7af80068013faa50eaf3d5db0af3d4191d9e8f0c90d70412cd30f3f9f217b,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2d9352d7-2509-40a1-be35-01404448266c___RS_HL 9805.JPG,Tomato___healthy,21c1c185f6f6405ce03d36c6f867c46b72005faa8a5e3c7fb53f3d293b68323d,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a424fe57-c3ff-400e-ac88-000ca1781300___RS_HL 9802.JPG,Tomato___healthy,8513e6a6c5b654783253e7aee6d2de8b726699e5ecf4a83fcae8551f93466d09,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/16f3a461-aafc-49e9-8973-39a52190985a___RS_HL 9803.JPG,Tomato___healthy,eae4a52784320976c49198237929e34a3b54e6960b8b210ab635a23d2a119837,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fad75ca9-7035-4045-b3d3-475b558d49ba___RS_HL 0010.JPG,Tomato___healthy,f7d4a3823223df40ce85f4baa2607f62c99e96b9d05ad09b7748500951538d0f,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b2652ef9-f0d2-4039-b40a-520073551b16___RS_HL 0009.JPG,Tomato___healthy,2b1e427e7e9f51b3c7f6a1e24b7b179d9cb184e1a2450b6fe2dff9f979250007,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/32de8c50-e831-456a-b46b-352a58c129cc___RS_HL 0007.JPG,Tomato___healthy,e1199e11341060a91aaacdbe97c1ad4d25586a78663f06d9b8bf944f5fb790f6,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/adeea527-67a9-4426-8b18-221fe085fe87___RS_HL 0008.JPG,Tomato___healthy,e35520f3574e3e7e404347a606f28e69fe67a67c3396a67b1c8eaa1429453d20,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2ee6d2c6-a766-422c-a710-e89582d8155e___GH_HL Leaf 470.JPG,Tomato___healthy,3de4c91463db8f9af2fdb32b4fe5412967f55d4d6b99bcc127739b01466c0f42,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b5631e3d-6e99-41f0-a36f-fe45e352278b___RS_HL 9835.JPG,Tomato___healthy,9b12925650c3f354da0a3bb7ed2e1a5ea173ad9d5ab229e5ebc7b07fe78c3ac9,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/0aacdad5-c9b9-4309-96e3-0797bbed1375___RS_HL 9836.JPG,Tomato___healthy,c30df87e0a7e4aff5faef56526e2697739c3d118499ce5be3c4050d5bb747753,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b7aea5b5-5db2-4861-b322-63af0162770c___RS_HL 9837.JPG,Tomato___healthy,01505cb068c5ed8bb1c318fe6ad0c915cb5673235cf002246caa87692efb31b9,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/62d158a5-fda4-4bbd-af4e-9ef71858fc5f___RS_HL 9834.JPG,Tomato___healthy,ededdce54a6ee2f08d039ed6879f73a2afacf29422653584b390873ef4fe7fc5,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/256a65aa-690c-4e03-b426-21e84bb9b6dd___GH_HL Leaf 477.1.JPG,Tomato___healthy,f203f66f7f4b869f2bc6b8ada441923087784e7622b4fdfd270f2d8ff8ace492,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/dca7fa13-14bd-4d24-abbf-1fe2e02eac7e___GH_HL Leaf 295.JPG,Tomato___healthy,6d7d73409f390c06d22a11b77e8be938675047453e13c5aeff1b67339f3c8436,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/5dd2a498-7eff-4da7-9c0f-8c394103e52c___RS_HL 0611.JPG,Tomato___healthy,bdcf9aad233d7e02fa2a2dfb81ea0dc3afee438a3c667b5756cf12d12ffe5704,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a05f8f2d-6ac6-45d8-b7ad-394bbda892fc___RS_HL 0613.JPG,Tomato___healthy,771854bc9c5678c5a7bdb6d72ba59fbdc0a7006661f9db4ac8ce563e81ace39e,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/ce9cef60-51af-4e89-bbe7-bf463d767e99___RS_HL 0614.JPG,Tomato___healthy,b97056775f9d8ff47bbed985c480cd6ca6b0cb9baec552d23db36e55e5f3da7e,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2e0a7517-332f-4799-a083-5d393172909a___RS_HL 0612.JPG,Tomato___healthy,6265d043b8b37079ec9295c084f7531c27163a8e8e73650a37c07aa6827c0460,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/da34f406-4f46-480c-a63d-fb093a83e670___GH_HL Leaf 499.2.JPG,Tomato___healthy,3bba565cc7c8bbbca615143fd341a5b685c1cfe73152bf2a78b8c25577f9263d,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d3997d9d-f607-44f2-9473-b41db6b1116b___GH_HL Leaf 473.JPG,Tomato___healthy,c3f460b7d610dcbb74d460d2dae97424c1e7dee9b50b02344d64f8f181b2a379,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4e3f33a1-04a8-4d15-b36c-f757800f766f___RS_HL 0556.JPG,Tomato___healthy,c78b37f9b8acca92b2540a9392084460a013d0a745308fc33452b4188545abf3,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/1006c73b-19f8-4771-9fe5-3fc4908e8da3___RS_HL 0557.JPG,Tomato___healthy,e36f2aa015c1170497523cfef6fb9ea2d3f163feac02620d5f3b6cc91edf4a59,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/e336eb74-a19d-4461-871e-3124c5e0d047___RS_HL 0558.JPG,Tomato___healthy,86fcc5dffa73a7a1cc6c6354b185f13fc27cd20c57cad0dd36dd31a00106b43a,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/0a0d6a11-ddd6-4dac-8469-d5f65af5afca___RS_HL 0555.JPG,Tomato___healthy,95a0ded86b26e6a4fb0bb2f03b4b6637fbf5ddcbec64257adead5ce1e14be56a,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fcfb486e-63dc-405c-8a17-0551e5f76959___RS_HL 9663.JPG,Tomato___healthy,b1b5c28bf61ceb53f5b29baaaf6af422b399c36405622679ac02c0d65ff43465,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/b1f50b66-747a-4394-ae03-1d5c201c1bb8___RS_HL 9664.JPG,Tomato___healthy,03370c5ca1fb07b87e7dc8379d1e4b18bb4d9f829e0a57835cd4f855fd6ce24b,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a3ebf7f9-543d-4df9-a09f-013ef8dd7760___RS_HL 9662.JPG,Tomato___healthy,5548e7f56505f8f63706435b8c0be6489b1979ebf841cc05824eeb2d43ec9352,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/27ed6a35-3fb7-4d57-9cb4-b368c1f4f6eb___RS_HL 9665.JPG,Tomato___healthy,bdef29764815f02e9a4ed00070539b5969bee99418da60714d59a69d0667dfb4,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3181ca61-aaa0-4263-a141-2760d164f84b___GH_HL Leaf 189.1.JPG,Tomato___healthy,f62bd1bd9618e34c9ef8d10b5204ea115c8b7bcf6d222667cef4cfe852066f5e,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3a1c6737-c9ff-44dc-9014-954753732160___GH_HL Leaf 406.1.JPG,Tomato___healthy,daccefe3ee3f089a62d3f087a64eea4abf7447b0ed6b03058a68ce11a43b2243,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d247170c-6756-41f0-9074-09190f485cdb___RS_HL 0034.JPG,Tomato___healthy,64a70a49de092e19b4fe2309dd8ba4e33cc7fd041a2047987af9fedc1bf77114,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3eaf72d6-be20-4929-b6dc-58f6c9edf2bd___RS_HL 0031.JPG,Tomato___healthy,34df1934bad8cda341bdf2ba9832634d302a29863dbb9b712d882138b30b74fd,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/989dc406-c1db-4a9c-9cda-ae66f1288b9b___RS_HL 0032.JPG,Tomato___healthy,1dff0133e40e79a8842192e33e6b82a4a5fd234daca24c903769c3e6135deeb8,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/83a8e340-30f9-4e2f-b825-a1078d5c63cf___RS_HL 0033.JPG,Tomato___healthy,825b90ca8babc4601ad8f051181a9f892c512816ff9ca859a412ecbae70b1d5f,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/bb8861fc-350e-49da-86aa-1b475a2d5442___GH_HL Leaf 325.JPG,Tomato___healthy,0eed2b25484ad68b249c73274c19809d912492ccebc2a6f0a54b1dc401655f53,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/cd469bb3-30c8-4cad-9b4e-27c77a538dfa___GH_HL Leaf 392.JPG,Tomato___healthy,b9139e4a81fe0468b10033a8130a1154aae5be308482ae0fcb73734802d2bcbe,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/48ffe8ac-3cd7-4d15-a928-6775f657ddae___GH_HL Leaf 264.1.JPG,Tomato___healthy,ee2689389075e61cf0550d5b6fb6d80c2a024688b57026bdc4dac2c3af87e8c7,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/7864a688-3ee0-4ddc-83e8-6edb177dd6bf___GH_HL Leaf 193.1.JPG,Tomato___healthy,2ae7dd0aff1f72255c64eb01419833db3063a768954a2c24d138d7986ff485a2,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/31e58e07-386c-4915-aa37-8ce39ee29ce9___RS_HL 9949.JPG,Tomato___healthy,165f3859f59e95ce791863c24ffd686b6b5c014b1018f3c1155bea2640d8a682,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/ba541656-6ae6-4471-8c17-7144e4c23edf___RS_HL 9947.JPG,Tomato___healthy,8fc11e930275cad305feaaaa83a0dd21a84fa83edfe6f29ca52828ddf7cc9852,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/70e2244d-152b-4dc7-b002-5991e1a195db___RS_HL 9948.JPG,Tomato___healthy,38e126ae39f24012cadebf6f735b5f1cab2be76d206d9f49e352b74705eae014,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d5ccbb2a-258c-4963-bdd6-d7eb22f351a5___RS_HL 9946.JPG,Tomato___healthy,34821fb36d4a16146b3daaca21942e9cb84756373a9052882953a8b4f7ec51a0,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/666598c7-f09e-4f8b-baf1-7d99e38de8c9___GH_HL Leaf 430.1.JPG,Tomato___healthy,7b0da157d7d4bcd001fdccfd7ee51da413f85ab6f3a5596b670edf6fc3f607c7,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fb084c48-8c42-43a1-8193-191ba873bd2d___GH_HL Leaf 514.1.JPG,Tomato___healthy,648899d5bbc4b7ab676b08078ddf71762bba6b29afc21e5b246399706df1899d,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/51c29eaf-bd3a-427b-8ff7-ef970131ba95___GH_HL Leaf 345.JPG,Tomato___healthy,c5d885ffcd26a6cbb10c970785f3e99b0eb3aaba4285ac1fd9d46cb08692b7a2,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/922d8646-efa3-4101-b943-d3568c9760e9___RS_HL 0029.JPG,Tomato___healthy,ed69f4935aeb47d48a4c3609fb72efbf5d4ac58ce69b287b8851895aa6c34f68,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/91a223de-d549-43cd-8ffe-81b650b28edd___RS_HL 0028.JPG,Tomato___healthy,6bb412a905070237ab69c7c0bb5e6da8302dedb250b9ea10b6514b68e2b8b774,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/d75f7a19-059a-4b25-a265-5c3f74e279a3___RS_HL 0030.JPG,Tomato___healthy,47356f0d6f08bb9d39c7f90d00e081150196be483ea6b38f1303845d787ef044,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/6f8aa21a-0209-4d38-b937-d0e1e809bf16___RS_HL 0027.JPG,Tomato___healthy,4a6936e98d2179cea53d178cde2fd01cd73e00e195fc41a32fc27d960f3fd0c9,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2a8f7c7a-fbd4-4669-90eb-61ee118db2a7___RS_HL 0126.JPG,Tomato___healthy,8d9fac98ee05f108a4fd88fa3ab6e080838115678590cf16593b5c2ed22fefb2,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/5422b428-b58a-4276-a79c-79d1c3ca7aa2___RS_HL 0123.JPG,Tomato___healthy,ee09bb03866f07dda0960a0566ce3086fabdd912cefb52b37617f19a1a9ce689,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/20dd3c49-88a2-4317-a5ec-d2066d8d815e___RS_HL 0125.JPG,Tomato___healthy,8bba36f2c89aae984f9e5146415a2b6588188194cd177ae403eb189d64fd589d,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/20d3ba25-f161-4ede-a42a-7a3020ebda3d___RS_HL 0124.JPG,Tomato___healthy,ae3b1682b791ab7c413b9b84d6610be02137e1826303de22d2503a70cf8e57b1,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/bae543d4-d61d-45e6-aa0c-eaf45af53456___GH_HL Leaf 349.JPG,Tomato___healthy,fcbcf557b3ff7b1c2881c453cf8036a718ef689931d78f250bdbe7ffa7fe7ee6,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/5d11d60f-fb4a-4178-9594-d017a0f51b59___GH_HL Leaf 271.JPG,Tomato___healthy,6f06e2f1cee1edf5eb0a74bccf63e5aff39ac930c59670bfe50290eb0432664a,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/bd4111eb-69bf-44b7-b02c-13477b5dc8e1___GH_HL Leaf 357.JPG,Tomato___healthy,2aee811bc7e91e0f40c79570dddb7d09b7436595feead6a9ca07bf221f6c3807,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a8070204-763a-47f2-9b83-445c17975cdf___RS_HL 0024.JPG,Tomato___healthy,8a8c3db8e7bcad855a9a6c777ff4836d6cbcbf0089e673610981c5e0e5f71a16,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/425e5c47-5495-40ad-8c96-6c51768bc673___RS_HL 0025.JPG,Tomato___healthy,660640ee8e2de572021092d2b6e69496cea0dbc4f32651a8598daf7c8e1387b3,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/621419a1-09f2-4a22-a569-6d8103895d1c___RS_HL 0023.JPG,Tomato___healthy,0df44b06e1d06fe221a6ee3822949d592a96b437d8910552886dd3c02bbbf8e2,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4ce3098b-aad2-4e5b-8f3b-fd827cad2c0b___RS_HL 0026.JPG,Tomato___healthy,8ed8d1d2185ec49aededaf0b36cc26aff0fdaf068964a8b776320d7a2c27f1c7,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/1dffd343-4634-4b33-95f4-eecc755aec8f___GH_HL Leaf 168.JPG,Tomato___healthy,bba7dee8688f80df2076b7e68de8c759c8e77f06878202bd817061e104ae01b9,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/e95c13d4-9ba6-452e-b53c-03007f575401___GH_HL Leaf 320.JPG,Tomato___healthy,f871df6b5012ee7bc1fa53163588d1fff586a0e1324d99a23d7492e820ec2faa,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/e7d07408-70bb-421d-9224-df4961a01cb9___GH_HL Leaf 509.1.JPG,Tomato___healthy,29f6cdd186df1e1b62af6e674780af0f6e205275a3240a044ef1d501546dc75b,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/8db2e3c6-c5d9-41ec-9977-7b1a71964f24___GH_HL Leaf 501.2.JPG,Tomato___healthy,fcb1ea0479055abc5495c9e2126160933fd00a4dad7116f03dd1c3ae3325e554,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a37b6334-5748-413a-9c7d-85c3ac8edee8___GH_HL Leaf 260.1.JPG,Tomato___healthy,c878b600ddcd9ead17febb01f8a438aee17066e06330d19c4073c2c59a0549f5,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4ce6844e-2a92-47aa-9115-0eb1a9a0611c___GH_HL Leaf 464.1.JPG,Tomato___healthy,ee5bdcab4ef20720544742aa61f11e14ead093a92489789dab95148ca8431c16,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/a0285527-98c1-40b7-992b-404644387ad8___GH_HL Leaf 509.4.JPG,Tomato___healthy,7d836d37b3d2654883b0895d71c04cc249ee7499b9cc99aaf7e3d1edce7a039b,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/2fd78b0f-a307-4824-9e6c-ff4a3f27e3c8___GH_HL Leaf 403.JPG,Tomato___healthy,1cc37e7bfd9fc6ada56c9130c5e6e2699d4fa0c0beabdaf9f8b77564d9a95c51,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/4ed59995-6214-4996-b98b-750e85433920___GH_HL Leaf 474.JPG,Tomato___healthy,3c2c018d5a6baea46bfd87cc2040a061dd4106720e578c5f5204056f4415ebf5,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/8ccf22b2-53fe-4886-b88d-d65aa0cf7252___GH_HL Leaf 196.1.JPG,Tomato___healthy,e396c7dabe27102b0177a6af924192e63e3913e12d1a4186bec19cc79f74bf8d,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/fb4ce6df-613b-4d52-8e11-28dfa448a5e1___GH_HL Leaf 483.JPG,Tomato___healthy,4d02e752eb0798e87aa8b74ab705dc8b9a5ffe78a4f1507b876b72fcd8215291,train,UNKNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/c6d62e0c-15e0-4e99-8dbd-40e8f7181131___RS_HL 9954.JPG,Tomato___healthy,020a0b0c78b526ea7e00a9883e647a3138ac1afaa1b8d9bfdc1dc0223ace34e9,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/75a4f049-e99c-4666-845f-7b1577dbd662___RS_HL 9955.JPG,Tomato___healthy,e786482080f3e27b5b827250bb53d105bf2f580095b52d6318e5d28eee0b6f08,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/f60f6c8b-54f7-4002-b26d-636037912c4d___RS_HL 9956.JPG,Tomato___healthy,4655e9ca6164e41b4a48c3b6bf14b47f474ffe67da227197366ba288c5412de2,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/3eb7e000-68e2-4cf3-b202-2aaf17642cb4___RS_HL 9957.JPG,Tomato___healthy,80ed8f50531cc61fed7ae181660ebe0f292df84f0f3a727cde67668f7a8f7ee3,train,KNOWN
datasets/raw/tomato/plantvillage_color/Tomato___healthy/6900666d-da67-433d-a8bd-5a131c7ea4a9___GH_HL Leaf 467.JPG,Tomato___healthy,11e782aa3c5cf566ed9ef2f450a872f689986b89920e00eaec10615b2c7c096c,train,UNKNOWN
