image_path,class_name,sha256,leaf_group_id,leaf_number,mapping_status,mapping_method,mapping_source,physical_leaf_identity_verified,split,split_unit_id,split_unit_type
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\1f402ddb-f3e8-4907-a793-320c8e43446a___RS_Erly.B 9460.JPG,Tomato___Early_blight,8497ae534e9cf62f2f1c1f763bd46202f128b85b4863bcde79631af9d6cffa45,Tomato___Early_blight::leaf::210.0,210.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::210.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\1f4c6478-a39b-4974-aeef-3fcfa5ea69a6___RS_Erly.B 7385.JPG,Tomato___Early_blight,243cd5f9e2dc37d1a45a058deb89c921767e588c4d1443227065ecfff9da099e,Tomato___Early_blight::leaf::39.0,39.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::39.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\1f4c9f8a-5672-4e47-84dd-55f85f953174___RS_Erly.B 7582.JPG,Tomato___Early_blight,63dd78359adfc63e46806dd2d934207086c96284574e5770bd266d6212b3e3ad,Tomato___Early_blight::leaf::86.0,86.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::86.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\203d84bc-4acc-4cad-b4f9-f659ae641876___RS_Erly.B 7615.JPG,Tomato___Early_blight,d38328e512db1912f907e1af0f4a905aba38a83030d70213c2b8bccb6f489991,Tomato___Early_blight::leaf::94.0,94.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::94.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358.JPG,Tomato___Early_blight,b05a8fdbbb51eab1c63294ae25a8f1f97a5cc09ab06edab4193514436d9d1f92,Tomato___Early_blight::leaf::175.0,175.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::175.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\20a276c8-90b5-475f-811b-1d63f34f1c10___RS_Erly.B 9551.JPG,Tomato___Early_blight,5467aff8bb6ee4062a31e85404389f5c63e708b8a4384f68407433fe55169d12,Tomato___Early_blight::leaf::233.0,233.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::233.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2165f0a3-1265-491d-ad8a-e53102a87e9b___RS_Erly.B 9376.JPG,Tomato___Early_blight,ed5b8135aa868f83afa13d7dfc6cbbf51f85e7e33502508ab47f0e87196b4a3e,Tomato___Early_blight::leaf::190.0,190.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::190.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2179421c-3ce3-4581-8b65-17da6fffd3db___RS_Erly.B 7730.JPG,Tomato___Early_blight,4b3f64f49d80c3b749486ad4a6510ba1046e6e8121df80946bc62434b3afb96e,Tomato___Early_blight::leaf::123.0,123.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::123.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\21d6c7aa-20d7-4434-9248-e21d073e165a___RS_Erly.B 7495.JPG,Tomato___Early_blight,52a80c3c52143d6756a2f883bcd4602d9d4a16d479d0c83b99885c7887a85aad,Tomato___Early_blight::leaf::64.0,64.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::64.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\21ffaf6b-7ad0-45bf-bd7e-7d697413ebbd___RS_Erly.B 9500.JPG,Tomato___Early_blight,b95ecf3372f47a7860ce11eecada11db07f24d0289c733e654f33d9e22c47b64,Tomato___Early_blight::leaf::220.0,220.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::220.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\22742bf8-7e7f-41cc-bf74-5fe80d6cf0cd___RS_Erly.B 6370.JPG,Tomato___Early_blight,3743de6f29e0cadf4b486fa514744628c08af3a914797ae3819744827aa9f257,Tomato___Early_blight::leaf::7.0,7.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::7.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\22b8de0e-636d-4407-a270-ef3614c33227___RS_Erly.B 8257.JPG,Tomato___Early_blight,17263be861587b2a93c7178ea3d94251341f4bb8c0773891e6f1cad5c27ccb70,Tomato___Early_blight::leaf::163.0,163.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::163.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\23e8ae15-6cfc-4518-9266-3a289a7bced7___RS_Erly.B 6479.JPG,Tomato___Early_blight,182b84039193e8e2d1350dc67b9fde2912edd84b7921ff6071ca0a97e36288fd,Tomato___Early_blight::leaf::26.0,26.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::26.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2419fd79-cda0-4ba4-be14-31c92a2e91dd___RS_Erly.B 8255.JPG,Tomato___Early_blight,14b41c5a122d0ee9cbfc953d8af1caf8e5d51b7cccf1ff27ca51828f7a7ad5fa,Tomato___Early_blight::leaf::162.0,162.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::162.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\24379205-969e-4cd0-9232-176c83364d60___RS_Erly.B 7617.JPG,Tomato___Early_blight,c2d08c857cf6e6f0fb5d4cd0e527bdf1f1342579b1696c6f0e8196503b7d0357,Tomato___Early_blight::leaf::95.0,95.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::95.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\243a77c6-b401-43c4-9230-68b4b11f3b83___RS_Erly.B 7754.JPG,Tomato___Early_blight,0f243ab5a4b1c2e2417245e5a7976def50ec39de0ff52347088e34fd6643719c,Tomato___Early_blight::leaf::129.0,129.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::129.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\24455ffa-8700-475c-8b4e-a7775f40ad3f___RS_Erly.B 8365.JPG,Tomato___Early_blight,d1b7a241f68b60025a76b56e7299200f7aabe07807b542956ce37e12c3b7df16,Tomato___Early_blight::leaf::176.0,176.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::176.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\248a61d1-ed39-452b-b985-77120c1edc7a___RS_Erly.B 7669.JPG,Tomato___Early_blight,b8052495db9d5c4f2cea6c47c993e053a22fe61e4ba05622ba55898123834882,Tomato___Early_blight::leaf::108.0,108.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::108.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\24f5a397-b5ac-451c-b979-28ee2bb056e6___RS_Erly.B 7795.JPG,Tomato___Early_blight,2a91d2d3a7ee5cabab389075329057be57cf815b4bb3a0eb784a4f95a5938092,Tomato___Early_blight::leaf::139.0,139.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::139.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\250df77c-cb57-4e85-9cf2-531033930030___RS_Erly.B 6477.JPG,Tomato___Early_blight,8ab88542f266942c465100d2770cb095580c17dc98e519cd4586cf4fa0c0f510,Tomato___Early_blight::leaf::26.0,26.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::26.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\25281e43-2651-423f-8e7e-d354185ccd28___RS_Erly.B 7809.JPG,Tomato___Early_blight,0339e027ffb4aed581bb0b6889814da80d9043671d5060447fb79577e494adec,Tomato___Early_blight::leaf::142.0,142.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::142.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\25430871-a740-4dd8-a836-bf2d52eb233b___RS_Erly.B 6420.JPG,Tomato___Early_blight,dabdf50438170b227b85bf5a8101df5119b2ea45b4d9920c97698216cb6c4458,Tomato___Early_blight::leaf::16.0,16.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::16.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\257ffdcb-bd8b-4d18-98cc-e63a118155ea___RS_Erly.B 9520.JPG,Tomato___Early_blight,8116915e10178eac4b82371621527a55653b1fdab070e0531a80e53eb36ef12e,Tomato___Early_blight::leaf::225.0,225.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::225.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2586a260-ecf6-40e8-aa11-4b8a50845575___RS_Erly.B 7833.JPG,Tomato___Early_blight,7f7ac640fae92652ae64251d267df0199476f682697b52ef18a385b0e47d2335,Tomato___Early_blight::leaf::149.0,149.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::149.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\258e6e39-d791-482c-921d-65048753770a___RS_Erly.B 9422.JPG,Tomato___Early_blight,ba3fdf1f368fadfe67d1c516dd2317261d28b5083ae5f58328166cb3a942c386,Tomato___Early_blight::leaf::201.0,201.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::201.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\25b96058-36c9-4213-bb16-088e76cb30b1___RS_Erly.B 9417.JPG,Tomato___Early_blight,863e45cf5de53abc5ce3d4937e7993e371b21a4370b7602e9ecd1bc7fc217e6c,Tomato___Early_blight::leaf::200.0,200.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::200.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2606a4ae-7b2f-4fd6-a561-fc9dce2ffc02___RS_Erly.B 9570.JPG,Tomato___Early_blight,5cb28eb89d71893d0589649c304fd78034289143fa4a2adf0a9c729c501970e2,Tomato___Early_blight::leaf::238.0,238.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::238.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\268590f4-68f6-4de9-968e-a7465b377db4___RS_Erly.B 7614.JPG,Tomato___Early_blight,0c133816fa8ab7c9dde91c23370912a15832c27916362bb1580dbedab9311dc9,Tomato___Early_blight::leaf::94.0,94.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::94.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\26b721c9-94fd-4e19-bb7e-521238eb8a1b___RS_Erly.B 9380.JPG,Tomato___Early_blight,f13bfb46e1bb2b079b2b4251bddb956f1b3f8988c4206734e07881c41ade7fb2,Tomato___Early_blight::leaf::191.0,191.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::191.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\26e2e7aa-800c-421b-92e8-3e20c5f5757e___RS_Erly.B 7656.JPG,Tomato___Early_blight,381f4b85ad755aad4ff5fa6869ed4f05bc5d045dcea5a39c368c3de8f65f0446,Tomato___Early_blight::leaf::104.0,104.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::104.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2763c9bc-ecc6-4f1a-86a7-ef8ffa370420___RS_Erly.B 8422.JPG,Tomato___Early_blight,24b0d0886e356eb248ad99125d3a7890713e7520bbb3ff303d09a39e04c6caf3,Tomato___Early_blight::leaf::184.0,184.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::184.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\27ba7432-8547-436c-9b97-adf3cbe15575___RS_Erly.B 7544.JPG,Tomato___Early_blight,1381fea1304fef6084ddac8001c7057d77453addf864b25ed5f569bf0e255961,Tomato___Early_blight::leaf::76.0,76.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::76.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2832ca53-be67-44c0-ac55-eb815bd85fd3___RS_Erly.B 8242.JPG,Tomato___Early_blight,0c4bf470ea85a21fbd3c9d98daec4698de0a5a076128ae00b52bad6550a259d6,Tomato___Early_blight::leaf::161.0,161.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::161.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2840c2f1-b901-41c2-8d0c-7827bc7f8ab3___RS_Erly.B 9574.JPG,Tomato___Early_blight,bf74796a3bbfc42cf55c58caeeac5d66d2488f92c266f5db585d7d7c35c3ca34,Tomato___Early_blight::leaf::239.0,239.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::239.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\289972f1-4f80-432d-8f44-39c16ea787c3___RS_Erly.B 7542.JPG,Tomato___Early_blight,968c679f1a86bfc719320a31aded147409582a602c8a2fd793e392933620b1b5,Tomato___Early_blight::leaf::76.0,76.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::76.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\289ba10b-f518-445a-8c54-cc981e2ffe34___RS_Erly.B 7399.JPG,Tomato___Early_blight,c06121fea888c231a0e9e69261d1a43e8403c1c9461f8a17a4ec4771879df347,Tomato___Early_blight::leaf::43.0,43.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::43.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\28d9f1bd-ee80-46e1-b89c-5a855f0c8400___RS_Erly.B 7818.JPG,Tomato___Early_blight,52a951ffec8a6155511505cb6a03282764ec81d4ae915a964168d7f7fc5b60c5,Tomato___Early_blight::leaf::145.0,145.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::145.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\29f5538a-fda9-4040-81c2-02269a45ad68___RS_Erly.B 7670.JPG,Tomato___Early_blight,533f35f6a63ab1d1f608c4735775aed9f1b6ae9a7c7d049c82dc05e544205a40,Tomato___Early_blight::leaf::108.0,108.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::108.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2a64ed5f-6be9-463b-894f-e2953da0a974___RS_Erly.B 7520.JPG,Tomato___Early_blight,a35fb8481c8b880bb7a87ad6e270417d07aea83866353217b4a3680785cd8b69,Tomato___Early_blight::leaf::71.0,71.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::71.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2ab7f21e-4a55-4895-acdb-5f161167a0f1___RS_Erly.B 8318.JPG,Tomato___Early_blight,da67edb077dd60c18a99082d32ce2648b9836a63ad06270de1ff36f80835efad,Tomato___Early_blight::leaf::170.0,170.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::170.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2b5bebdd-3af4-41ca-b206-efc1a141e71d___RS_Erly.B 6363.JPG,Tomato___Early_blight,026524c606c86436e64cf069501ec07c5f6e64dbcbcccc599a705bd5caff28a3,Tomato___Early_blight::leaf::6.0,6.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::6.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2b7c8b0d-d906-4c93-9dc4-554ae46a3ec3___RS_Erly.B 7825.JPG,Tomato___Early_blight,615bdea11f924e11afd5ceda58cb315030a875f1f5fd04450b106b4b62117b0a,Tomato___Early_blight::leaf::147.0,147.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::147.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2bdca297-e0d1-41f0-b1dc-3801384faa1a___RS_Erly.B 7858.JPG,Tomato___Early_blight,49c19873a7630e91c1c676d3fdc1ecce3f3c65a07fabcf89bacc7bf9be6d54bd,Tomato___Early_blight::leaf::155.0,155.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::155.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,Tomato___Early_blight,3533a0594844ee513a66f2129a0dd106fb2a533c9d7057fbf0f6928f917c7cb4,Tomato___Early_blight::leaf::222.0,222.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::222.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2c9fda20-f414-4aaa-8798-faf6bc38f014___RS_Erly.B 6491.JPG,Tomato___Early_blight,a84af1e94ade625ca03981d0054fa935b2ab0cbbf757613f48c7a232f3ec6c1e,Tomato___Early_blight::leaf::29.0,29.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::29.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2d3d1221-2f62-43ad-8256-b560c1872934___RS_Erly.B 7465.JPG,Tomato___Early_blight,e9519f58c9a87a232411b979eff1ce93bb01b68e185b5c3f521ee6809c6fd004,Tomato___Early_blight::leaf::58.0,58.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::58.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2ef629c7-3366-41b5-a1b7-0e3bcb3ac28c___RS_Erly.B 9395.JPG,Tomato___Early_blight,d1cbaad0a3f3e0dc8e3590ddcc9542195240887fa56b62295472daebad5f8cf6,Tomato___Early_blight::leaf::195.0,195.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::195.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2f6115d3-4997-4174-aa6a-9025c654e81f___RS_Erly.B 9374.JPG,Tomato___Early_blight,2b4a987ec6c9f3f595661ca4f783ce01347feafbeeca8882fa38b35f8ec21b8d,Tomato___Early_blight::leaf::189.0,189.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::189.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2f823081-0654-47f1-bb1e-88d7e99a94ca___RS_Erly.B 9542.JPG,Tomato___Early_blight,da7db5870c2f9265d2d88038283f59e6f90cab604931740acc5e4259930da9b4,Tomato___Early_blight::leaf::231.0,231.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::231.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2fa6cd46-eb76-481e-b15a-44c858f705b3___RS_Erly.B 9532.JPG,Tomato___Early_blight,238c64b66957a06bfe918c6ce36bedc462d608a9298429ba3a17a0659a3a3142,Tomato___Early_blight::leaf::228.0,228.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::228.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\2ffcdf9e-9cf5-492e-80f8-6f80cd0be7cb___RS_Erly.B 7421.JPG,Tomato___Early_blight,14a4ded1fa09fec3ef1419e194534bb2b77501dd73c70463d6bceefb71a102bf,Tomato___Early_blight::leaf::48.0,48.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::48.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30480c06-fc07-47f2-8059-51d08240aad8___RS_Erly.B 9528.JPG,Tomato___Early_blight,d499a852de82793e31d2c908eac9a6ce74357ca0ac81f453b414b35ab2047905,Tomato___Early_blight::leaf::227.0,227.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::227.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30542417-544f-4bd5-9fa6-bdeb844c11a4___RS_Erly.B 6454.JPG,Tomato___Early_blight,dc92cf54c6708a26e16df1159b06d5121bd29e4247a8151a8703aedcc4d0c93e,Tomato___Early_blight::leaf::22.0,22.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::22.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\3064e2fc-3a71-4a66-8cd1-dc76ebc0c2e6___RS_Erly.B 7345.JPG,Tomato___Early_blight,7bcfee3fbeb5e02db9d8dce529ec217e9bfa303fb96f9eb9f9ce0863e9e0d9a9,Tomato___Early_blight::leaf::31.0,31.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::31.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30901e71-e656-4e7e-b3ec-0f813c307b88___RS_Erly.B 9396.JPG,Tomato___Early_blight,10cf393508eb814419e3902909cc6c6560ce7ea74bfdf75f16c0c3f408a1763b,Tomato___Early_blight::leaf::195.0,195.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::195.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30c5bc48-7b5e-4bc0-9f0c-096042dacde2___RS_Erly.B 6333.JPG,Tomato___Early_blight,7fa6108985d6478083abcef7ea6555b20a0324d7c0e70f0bf522838c0f3d8f42,Tomato___Early_blight::leaf::1.0,1.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::1.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30e6be40-743f-49c1-a736-e279d53ffdd7___RS_Erly.B 7862.JPG,Tomato___Early_blight,2084240c9d127296393dd5ede71e2b547a17293b12cf845ecb10448c067435a1,Tomato___Early_blight::leaf::156.0,156.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::156.0,METADATA_LEAF_GROUP
datasets\raw\tomato\plantvillage_color\Tomato___Early_blight\30f2c918-bb60-4d4f-b171-7fecdfac7cac___RS_Erly.B 9543.JPG,Tomato___Early_blight,509135af79f0d6a3dc26ee3dd2512e762d826077fff046afb14ac869d716000e,Tomato___Early_blight::leaf::231.0,231.0,METADATA_DERIVED,UUID_STRIPPED_EXACT_STEM,Tomato_Early Blight Fungus.csv,false,train,Tomato___Early_blight::leaf::231.0,METADATA_LEAF_GROUP
